run_version,hypothesis_id,object_id,birth_model,dimension,status,sign_agreement,stable,detail,slices
phase3f-run-v1,HYP-BZ-RAW-001,bazi_raw,listing_close_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-BZ-RAW-001,bazi_raw,listing_close_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-BZ-RAW-001,bazi_raw,listing_open_v1,year,OK,1.0,True,4/4 个切片可判定；符号一致性 1.0,"[{'dimension': 'year', 'label': '2023', 'event_count': 1037, 'date_count': 4, 'effect': -0.02056199, 'effect_t': np.float64(-0.694557)}, {'dimension': 'year', 'label': '2024', 'event_count': 857, 'date_count': 4, 'effect': -0.03809953, 'effect_t': np.float64(-0.737515)}, {'dimension': 'year', 'label': '2025', 'event_count': 747, 'date_count': 4, 'effect': -0.00968828, 'effect_t': np.float64(-0.594976)}, {'dimension': 'year', 'label': '2026', 'event_count': 491, 'date_count': 3, 'effect': -0.00445299, 'effect_t': np.float64(-0.114986)}]"
phase3f-run-v1,HYP-BZ-RAW-001,bazi_raw,listing_open_v1,segment,OK,1.0,True,5/5 个切片可判定；符号一致性 1.0,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 744, 'date_count': 15, 'effect': -0.02676828, 'effect_t': np.float64(-1.444885)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 1092, 'date_count': 15, 'effect': -0.01580168, 'effect_t': np.float64(-0.857685)}, {'dimension': 'segment', 'label': 'star', 'event_count': 265, 'date_count': 15, 'effect': -0.01814061, 'effect_t': np.float64(-0.849022)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 403, 'date_count': 15, 'effect': -0.01765347, 'effect_t': np.float64(-0.809501)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 628, 'date_count': 15, 'effect': -0.01575146, 'effect_t': np.float64(-0.87222)}]"
phase3f-run-v1,HYP-BZ-RAW-001,bazi_raw,listing_open_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 2267, 'date_count': 15, 'effect': 0.00363635, 'effect_t': np.float64(0.345637)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 865, 'date_count': 14, 'effect': -0.12343825, 'effect_t': np.float64(-1.772073)}]"
phase3f-run-v1,HYP-BZ-RAW-001,bazi_raw,listing_open_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 1668, 'date_count': 8, 'effect': -0.01941841, 'effect_t': np.float64(-1.006408)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 1464, 'date_count': 7, 'effect': -0.01877299, 'effect_t': np.float64(-0.638369)}]"
phase3f-run-v1,HYP-BZ-RAW-001,bazi_raw,listing_open_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-BZ-RAW-001,bazi_raw,listing_open_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,ipo_approx_v1,year,OK,1.0,True,4/4 个切片可判定；符号一致性 1.0,"[{'dimension': 'year', 'label': '2023', 'event_count': 209, 'date_count': 4, 'effect': -0.00933677, 'effect_t': np.float64(-0.605148)}, {'dimension': 'year', 'label': '2024', 'event_count': 240, 'date_count': 4, 'effect': -0.02365698, 'effect_t': np.float64(-0.400073)}, {'dimension': 'year', 'label': '2025', 'event_count': 223, 'date_count': 4, 'effect': -0.00508255, 'effect_t': np.float64(-0.2682)}, {'dimension': 'year', 'label': '2026', 'event_count': 141, 'date_count': 3, 'effect': -0.00560171, 'effect_t': np.float64(-0.124095)}]"
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,ipo_approx_v1,segment,OK,0.8,True,5/5 个切片可判定；符号一致性 0.8,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 136, 'date_count': 15, 'effect': 0.01937732, 'effect_t': np.float64(0.843167)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 311, 'date_count': 15, 'effect': -0.01653317, 'effect_t': np.float64(-0.757558)}, {'dimension': 'segment', 'label': 'star', 'event_count': 95, 'date_count': 15, 'effect': -0.00296143, 'effect_t': np.float64(-0.129612)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 132, 'date_count': 15, 'effect': -0.03037094, 'effect_t': np.float64(-0.806811)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 139, 'date_count': 15, 'effect': -0.01634887, 'effect_t': np.float64(-1.085906)}]"
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,ipo_approx_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 599, 'date_count': 15, 'effect': 0.00539613, 'effect_t': np.float64(0.494933)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 214, 'date_count': 14, 'effect': -0.07986019, 'effect_t': np.float64(-0.898981)}]"
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,ipo_approx_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 418, 'date_count': 8, 'effect': -0.01444964, 'effect_t': np.float64(-0.673107)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 395, 'date_count': 7, 'effect': -0.00764474, 'effect_t': np.float64(-0.260218)}]"
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,ipo_approx_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,ipo_approx_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,listing_close_v1,year,OK,0.75,True,4/4 个切片可判定；符号一致性 0.75,"[{'dimension': 'year', 'label': '2023', 'event_count': 183, 'date_count': 4, 'effect': -0.02891065, 'effect_t': np.float64(-0.878969)}, {'dimension': 'year', 'label': '2024', 'event_count': 247, 'date_count': 4, 'effect': -0.03924056, 'effect_t': np.float64(-0.643724)}, {'dimension': 'year', 'label': '2025', 'event_count': 258, 'date_count': 4, 'effect': 0.00355337, 'effect_t': np.float64(0.235199)}, {'dimension': 'year', 'label': '2026', 'event_count': 186, 'date_count': 3, 'effect': -0.00498764, 'effect_t': np.float64(-0.146951)}]"
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,listing_close_v1,segment,OK,0.8,True,5/5 个切片可判定；符号一致性 0.8,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 250, 'date_count': 15, 'effect': -0.02592105, 'effect_t': np.float64(-1.345795)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 277, 'date_count': 15, 'effect': 5.687e-05, 'effect_t': np.float64(0.002602)}, {'dimension': 'segment', 'label': 'star', 'event_count': 75, 'date_count': 14, 'effect': -0.02760557, 'effect_t': np.float64(-1.005266)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 92, 'date_count': 15, 'effect': -0.04970038, 'effect_t': np.float64(-1.822898)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 180, 'date_count': 15, 'effect': -0.01967786, 'effect_t': np.float64(-0.776553)}]"
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,listing_close_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 676, 'date_count': 15, 'effect': 0.00366476, 'effect_t': np.float64(0.279931)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 198, 'date_count': 14, 'effect': -0.11625305, 'effect_t': np.float64(-1.768218)}]"
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,listing_close_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 452, 'date_count': 8, 'effect': -0.02104638, 'effect_t': np.float64(-1.119923)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 422, 'date_count': 7, 'effect': -0.01499761, 'effect_t': np.float64(-0.426407)}]"
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,listing_close_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,listing_close_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,listing_open_v1,year,OK,0.5,False,4/4 个切片可判定；符号一致性 0.5,"[{'dimension': 'year', 'label': '2023', 'event_count': 208, 'date_count': 4, 'effect': -0.00827944, 'effect_t': np.float64(-0.270313)}, {'dimension': 'year', 'label': '2024', 'event_count': 231, 'date_count': 4, 'effect': -0.04920883, 'effect_t': np.float64(-0.868416)}, {'dimension': 'year', 'label': '2025', 'event_count': 225, 'date_count': 4, 'effect': 0.00976938, 'effect_t': np.float64(0.974284)}, {'dimension': 'year', 'label': '2026', 'event_count': 167, 'date_count': 3, 'effect': 0.00327121, 'effect_t': np.float64(0.078546)}]"
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,listing_open_v1,segment,OK,0.8,True,5/5 个切片可判定；符号一致性 0.8,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 218, 'date_count': 15, 'effect': -0.01661188, 'effect_t': np.float64(-0.927128)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 294, 'date_count': 15, 'effect': 0.00064666, 'effect_t': np.float64(0.030501)}, {'dimension': 'segment', 'label': 'star', 'event_count': 69, 'date_count': 14, 'effect': -0.02602846, 'effect_t': np.float64(-0.828734)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 101, 'date_count': 15, 'effect': -0.03446537, 'effect_t': np.float64(-1.373968)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 149, 'date_count': 15, 'effect': -0.00675089, 'effect_t': np.float64(-0.243055)}]"
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,listing_open_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 646, 'date_count': 15, 'effect': 0.00264963, 'effect_t': np.float64(0.199363)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 185, 'date_count': 14, 'effect': -0.08934439, 'effect_t': np.float64(-1.292536)}]"
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,listing_open_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 411, 'date_count': 8, 'effect': -0.01114682, 'effect_t': np.float64(-0.533674)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 420, 'date_count': 7, 'effect': -0.01312676, 'effect_t': np.float64(-0.400384)}]"
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,listing_open_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-BZ-CAL-001,bazi_calibrated,listing_open_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,ipo_approx_v1,year,OK,0.75,True,4/4 个切片可判定；符号一致性 0.75,"[{'dimension': 'year', 'label': '2023', 'event_count': 246, 'date_count': 4, 'effect': -0.00096487, 'effect_t': np.float64(-0.055473)}, {'dimension': 'year', 'label': '2024', 'event_count': 244, 'date_count': 4, 'effect': -0.04006138, 'effect_t': np.float64(-0.811637)}, {'dimension': 'year', 'label': '2025', 'event_count': 229, 'date_count': 4, 'effect': -0.01980086, 'effect_t': np.float64(-1.451719)}, {'dimension': 'year', 'label': '2026', 'event_count': 170, 'date_count': 3, 'effect': 0.00885267, 'effect_t': np.float64(0.307401)}]"
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,ipo_approx_v1,segment,OK,1.0,True,5/5 个切片可判定；符号一致性 1.0,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 251, 'date_count': 15, 'effect': -0.03022615, 'effect_t': np.float64(-1.679241)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 306, 'date_count': 15, 'effect': -0.00682021, 'effect_t': np.float64(-0.407978)}, {'dimension': 'segment', 'label': 'star', 'event_count': 66, 'date_count': 15, 'effect': -0.00692506, 'effect_t': np.float64(-0.257305)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 98, 'date_count': 15, 'effect': -0.01247013, 'effect_t': np.float64(-0.843022)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 168, 'date_count': 15, 'effect': -0.00526552, 'effect_t': np.float64(-0.248679)}]"
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,ipo_approx_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 714, 'date_count': 15, 'effect': 0.0033227, 'effect_t': np.float64(0.302715)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 175, 'date_count': 14, 'effect': -0.1591389, 'effect_t': np.float64(-2.381999)}]"
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,ipo_approx_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 459, 'date_count': 8, 'effect': -0.01766846, 'effect_t': np.float64(-1.018018)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 430, 'date_count': 7, 'effect': -0.01077183, 'effect_t': np.float64(-0.416277)}]"
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,ipo_approx_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,ipo_approx_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,listing_close_v1,year,OK,1.0,True,4/4 个切片可判定；符号一致性 1.0,"[{'dimension': 'year', 'label': '2023', 'event_count': 280, 'date_count': 4, 'effect': -0.02182865, 'effect_t': np.float64(-0.958425)}, {'dimension': 'year', 'label': '2024', 'event_count': 293, 'date_count': 4, 'effect': -0.03116304, 'effect_t': np.float64(-0.584765)}, {'dimension': 'year', 'label': '2025', 'event_count': 228, 'date_count': 4, 'effect': -0.00708475, 'effect_t': np.float64(-0.608243)}, {'dimension': 'year', 'label': '2026', 'event_count': 173, 'date_count': 3, 'effect': -0.01144121, 'effect_t': np.float64(-0.43647)}]"
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,listing_close_v1,segment,OK,1.0,True,5/5 个切片可判定；符号一致性 1.0,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 262, 'date_count': 15, 'effect': -0.03448103, 'effect_t': np.float64(-1.6767)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 333, 'date_count': 15, 'effect': -0.01146644, 'effect_t': np.float64(-0.792847)}, {'dimension': 'segment', 'label': 'star', 'event_count': 102, 'date_count': 15, 'effect': -0.01937221, 'effect_t': np.float64(-0.822815)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 155, 'date_count': 15, 'effect': -0.00994688, 'effect_t': np.float64(-0.61178)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 122, 'date_count': 15, 'effect': -0.01198803, 'effect_t': np.float64(-0.634224)}]"
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,listing_close_v1,universe_subset,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 723, 'date_count': 15, 'effect': -0.00632643, 'effect_t': np.float64(-0.627591)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 251, 'date_count': 14, 'effect': -0.12582517, 'effect_t': np.float64(-1.679329)}]"
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,listing_close_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 488, 'date_count': 8, 'effect': -0.01748607, 'effect_t': np.float64(-1.101401)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 486, 'date_count': 7, 'effect': -0.01924868, 'effect_t': np.float64(-0.68376)}]"
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,listing_close_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,listing_close_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,listing_open_v1,year,OK,0.75,True,4/4 个切片可判定；符号一致性 0.75,"[{'dimension': 'year', 'label': '2023', 'event_count': 234, 'date_count': 4, 'effect': -0.02279197, 'effect_t': np.float64(-0.722318)}, {'dimension': 'year', 'label': '2024', 'event_count': 205, 'date_count': 4, 'effect': -0.03086555, 'effect_t': np.float64(-0.63373)}, {'dimension': 'year', 'label': '2025', 'event_count': 185, 'date_count': 4, 'effect': -0.01541743, 'effect_t': np.float64(-2.907285)}, {'dimension': 'year', 'label': '2026', 'event_count': 131, 'date_count': 3, 'effect': 0.01204978, 'effect_t': np.float64(0.342634)}]"
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,listing_open_v1,segment,OK,1.0,True,5/5 个切片可判定；符号一致性 1.0,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 158, 'date_count': 15, 'effect': -0.02561465, 'effect_t': np.float64(-1.466742)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 249, 'date_count': 15, 'effect': -0.01347313, 'effect_t': np.float64(-0.686771)}, {'dimension': 'segment', 'label': 'star', 'event_count': 75, 'date_count': 15, 'effect': -0.01824557, 'effect_t': np.float64(-0.733665)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 99, 'date_count': 15, 'effect': -0.01453521, 'effect_t': np.float64(-0.541082)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 174, 'date_count': 15, 'effect': -0.00095209, 'effect_t': np.float64(-0.043582)}]"
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,listing_open_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 579, 'date_count': 15, 'effect': 0.00549115, 'effect_t': np.float64(0.53711)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 176, 'date_count': 14, 'effect': -0.12969791, 'effect_t': np.float64(-1.73825)}]"
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,listing_open_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 386, 'date_count': 8, 'effect': -0.01202401, 'effect_t': np.float64(-0.668412)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 369, 'date_count': 7, 'effect': -0.02056548, 'effect_t': np.float64(-0.731381)}]"
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,listing_open_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-ZW-RAW-001,ziwei_raw,listing_open_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,year,OK,0.75,True,4/4 个切片可判定；符号一致性 0.75,"[{'dimension': 'year', 'label': '2023', 'event_count': 196, 'date_count': 4, 'effect': -0.00576757, 'effect_t': np.float64(-0.438955)}, {'dimension': 'year', 'label': '2024', 'event_count': 209, 'date_count': 4, 'effect': -0.04666276, 'effect_t': np.float64(-0.935858)}, {'dimension': 'year', 'label': '2025', 'event_count': 195, 'date_count': 4, 'effect': -0.02258102, 'effect_t': np.float64(-1.923021)}, {'dimension': 'year', 'label': '2026', 'event_count': 143, 'date_count': 3, 'effect': 0.00678283, 'effect_t': np.float64(0.24534)}]"
