hypothesis_id,birth_model,direction_source,split_version,fold_id,train_period,fit_row_count,fit_actual_max_as_of,fit_max_as_of_bound,fit_partitions,fit_group_count,calibration_fit_hash,calibration_version,holdout_freeze_bound,freeze_bound_exceeded,freeze_bound_note,test_period,test_row_count,stock_count,event_count,sample_count,mean_excess_return,up_rate,sign,negative_control_mean_excess_return,negative_control_p_value,research_status,horizon_5d_sample_count,horizon_5d_mean_excess_return,horizon_10d_sample_count,horizon_10d_mean_excess_return,horizon_20d_sample_count,horizon_20d_mean_excess_return,horizon_60d_sample_count,horizon_60d_mean_excess_return
HYP-BZ-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2025,"['2010-01-01', '2024-12-31']",162261,2024-10-01,2024-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,026c3b32a2dd6434,cal-wf-2025,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2025-01-01', '2025-12-31']",7119,116,229,227,0.009696,0.493392,1,-0.012011,0.009950248756218905,OUTPERFORM_CONTROL,227,-0.0071,227,0.001633,227,0.009696,224,-0.011445
HYP-BZ-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2026,"['2010-01-01', '2025-12-31']",169380,2025-10-01,2025-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,c2efb4321737710b,cal-wf-2026,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2026-01-01', '2026-08-14']",6354,103,220,168,0.00763,0.553571,1,-0.019743,0.029850746268656716,OUTPERFORM_CONTROL,170,0.010278,168,0.002719,168,0.00763,114,-0.05202
HYP-BZ-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2015,"['2010-01-01', '2014-12-31']",49788,2014-10-01,2014-12-31,['TRAIN'],9,4451a69b6ce400a7,cal-wf-2015,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2015-01-01', '2015-12-31']",11061,151,306,304,0.154302,0.611842,1,0.312377,1.0,NO_SIGNAL,306,0.016512,304,0.076365,304,0.154302,302,0.273893
HYP-BZ-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2016,"['2010-01-01', '2015-12-31']",60849,2015-10-01,2015-12-31,['TRAIN'],9,07c9ae1d207382d6,cal-wf-2016,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2016-01-01', '2016-12-31']",11241,155,293,293,-0.023906,0.375427,-1,0.148226,1.0,NO_SIGNAL,293,-0.001234,293,-0.00968,293,-0.023906,291,-0.018817
HYP-BZ-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2017,"['2010-01-01', '2016-12-31']",72090,2016-10-01,2016-12-31,['TRAIN'],9,e24a507bb3bd3c83,cal-wf-2017,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2017-01-01', '2017-12-31']",11817,121,206,206,-0.082388,0.179612,-1,-0.006623,1.0,NO_SIGNAL,206,-0.024335,206,-0.072432,206,-0.082388,205,-0.147651
HYP-BZ-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2018,"['2010-01-01', '2017-12-31']",83907,2017-10-01,2017-12-31,['TRAIN'],9,4910a061da42984c,cal-wf-2018,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2018-01-01', '2018-12-31']",12249,166,299,298,-0.064622,0.298658,-1,-0.033956,0.9800995024875622,NO_SIGNAL,299,-0.042379,299,-0.06519,298,-0.064622,295,-0.055264
HYP-BZ-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2019,"['2010-01-01', '2018-12-31']",96156,2018-10-01,2018-12-31,['TRAIN'],9,7e9897570d3b5a28,cal-wf-2019,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2019-01-01', '2019-12-31']",12168,158,345,345,-0.081077,0.202899,-1,-0.069634,0.7960199004975125,NO_SIGNAL,345,-0.015686,345,-0.021462,345,-0.081077,336,-0.058456
HYP-BZ-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2020,"['2010-01-01', '2019-12-31']",108324,2019-10-01,2019-12-31,"['TRAIN', 'VALIDATION']",9,033ca6ada2d5cbd7,cal-wf-2020,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2020-01-01', '2020-12-31']",11988,140,261,258,-0.069025,0.306202,-1,-0.06939,0.48756218905472637,NO_SIGNAL,260,-0.015234,259,-0.029469,258,-0.069025,246,-0.04454
HYP-BZ-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2021,"['2010-01-01', '2020-12-31']",120312,2020-10-01,2020-12-31,"['TRAIN', 'VALIDATION']",9,d591405dff781320,cal-wf-2021,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2021-01-01', '2021-12-31']",11952,129,247,247,-0.029605,0.368421,-1,-0.037128,0.263681592039801,NO_SIGNAL,247,-0.01359,247,-0.017387,247,-0.029605,241,0.068916
HYP-BZ-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2022,"['2010-01-01', '2021-12-31']",132264,2021-10-01,2021-12-31,"['TRAIN', 'VALIDATION']",9,d8d6c61311828cbd,cal-wf-2022,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2022-01-01', '2022-12-31']",11241,177,396,393,0.003402,0.564885,1,-0.016286,0.029850746268656716,OUTPERFORM_CONTROL,394,0.011953,394,0.012225,393,0.003402,380,0.039383
HYP-BZ-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2023,"['2010-01-01', '2022-12-31']",143505,2022-10-01,2022-12-31,"['TRAIN', 'VALIDATION']",9,93215bd397863adb,cal-wf-2023,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2023-01-01', '2023-12-31']",10134,111,189,183,-0.026363,0.420765,-1,-0.009983,0.9154228855721394,NO_SIGNAL,187,-0.014317,184,-0.039414,183,-0.026363,175,0.010926
HYP-BZ-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2024,"['2010-01-01', '2023-12-31']",153639,2023-10-01,2023-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,f5c0e0fc383db82d,cal-wf-2024,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2024-01-01', '2024-12-31']",8622,139,261,253,-0.044689,0.351779,-1,-0.038634,0.7114427860696517,NO_SIGNAL,260,-0.015676,260,-0.037569,253,-0.044689,245,-0.058428
HYP-BZ-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2025,"['2010-01-01', '2024-12-31']",162261,2024-10-01,2024-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,026c3b32a2dd6434,cal-wf-2025,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2025-01-01', '2025-12-31']",7119,125,267,262,0.000465,0.477099,1,-0.010518,0.11940298507462686,NO_SIGNAL,264,-0.011365,263,-0.000868,262,0.000465,253,-0.005651
HYP-BZ-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2026,"['2010-01-01', '2025-12-31']",169380,2025-10-01,2025-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,c2efb4321737710b,cal-wf-2026,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2026-01-01', '2026-08-14']",6354,112,226,186,-0.000213,0.521505,-1,-0.021161,0.04975124378109453,OUTPERFORM_CONTROL,189,0.00917,188,0.001284,186,-0.000213,130,-0.022029
HYP-BZ-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2015,"['2010-01-01', '2014-12-31']",49788,2014-10-01,2014-12-31,['TRAIN'],9,4451a69b6ce400a7,cal-wf-2015,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2015-01-01', '2015-12-31']",11061,125,253,253,0.094677,0.612648,1,0.315493,1.0,NO_SIGNAL,253,-0.010192,253,0.045302,253,0.094677,246,0.232551
HYP-BZ-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2016,"['2010-01-01', '2015-12-31']",60849,2015-10-01,2015-12-31,['TRAIN'],9,07c9ae1d207382d6,cal-wf-2016,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2016-01-01', '2016-12-31']",11241,196,381,381,-0.010576,0.404199,-1,0.148315,1.0,NO_SIGNAL,381,0.002625,381,-0.002435,381,-0.010576,377,0.006922
HYP-BZ-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2017,"['2010-01-01', '2016-12-31']",72090,2016-10-01,2016-12-31,['TRAIN'],9,e24a507bb3bd3c83,cal-wf-2017,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2017-01-01', '2017-12-31']",11817,145,213,213,-0.068511,0.239437,-1,-0.005874,0.9950248756218906,NO_SIGNAL,213,-0.013553,213,-0.054168,213,-0.068511,209,-0.11288
HYP-BZ-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2018,"['2010-01-01', '2017-12-31']",83907,2017-10-01,2017-12-31,['TRAIN'],9,4910a061da42984c,cal-wf-2018,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2018-01-01', '2018-12-31']",12249,134,225,224,-0.053625,0.3125,-1,-0.032309,0.900497512437811,NO_SIGNAL,225,-0.033669,224,-0.054348,224,-0.053625,223,-0.06383
HYP-BZ-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2019,"['2010-01-01', '2018-12-31']",96156,2018-10-01,2018-12-31,['TRAIN'],9,7e9897570d3b5a28,cal-wf-2019,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2019-01-01', '2019-12-31']",12168,140,294,293,-0.098843,0.167235,-1,-0.068927,0.9850746268656716,NO_SIGNAL,294,-0.021065,293,-0.035599,293,-0.098843,282,-0.04392
HYP-BZ-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2020,"['2010-01-01', '2019-12-31']",108324,2019-10-01,2019-12-31,"['TRAIN', 'VALIDATION']",9,033ca6ada2d5cbd7,cal-wf-2020,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2020-01-01', '2020-12-31']",11988,166,287,284,-0.075934,0.295775,-1,-0.070232,0.7313432835820896,NO_SIGNAL,286,-0.025924,286,-0.037332,284,-0.075934,271,-0.053225
HYP-BZ-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2021,"['2010-01-01', '2020-12-31']",120312,2020-10-01,2020-12-31,"['TRAIN', 'VALIDATION']",9,d591405dff781320,cal-wf-2021,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2021-01-01', '2021-12-31']",11952,169,303,301,-0.026139,0.385382,-1,-0.039857,0.08955223880597014,NO_SIGNAL,303,-0.009362,302,-0.015519,301,-0.026139,295,0.068221
HYP-BZ-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2022,"['2010-01-01', '2021-12-31']",132264,2021-10-01,2021-12-31,"['TRAIN', 'VALIDATION']",9,d8d6c61311828cbd,cal-wf-2022,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2022-01-01', '2022-12-31']",11241,219,509,505,-0.008466,0.50099,-1,-0.0161,0.15920398009950248,NO_SIGNAL,508,0.009624,508,0.009223,505,-0.008466,493,0.006299
HYP-BZ-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2023,"['2010-01-01', '2022-12-31']",143505,2022-10-01,2022-12-31,"['TRAIN', 'VALIDATION']",9,93215bd397863adb,cal-wf-2023,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2023-01-01', '2023-12-31']",10134,116,208,205,-0.006993,0.439024,-1,-0.011101,0.31343283582089554,NO_SIGNAL,207,-0.011626,207,-0.028494,205,-0.006993,204,0.012161
HYP-BZ-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2024,"['2010-01-01', '2023-12-31']",153639,2023-10-01,2023-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,f5c0e0fc383db82d,cal-wf-2024,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2024-01-01', '2024-12-31']",8622,139,247,241,-0.035562,0.373444,-1,-0.039121,0.38308457711442784,NO_SIGNAL,247,-0.006639,247,-0.023986,241,-0.035562,232,-0.042239
HYP-BZ-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2025,"['2010-01-01', '2024-12-31']",162261,2024-10-01,2024-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,026c3b32a2dd6434,cal-wf-2025,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2025-01-01', '2025-12-31']",7119,113,230,223,-3e-06,0.515695,-1,-0.011661,0.10945273631840796,NO_SIGNAL,227,-0.00837,224,0.002461,223,-3e-06,216,0.008388
HYP-BZ-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2026,"['2010-01-01', '2025-12-31']",169380,2025-10-01,2025-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,c2efb4321737710b,cal-wf-2026,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2026-01-01', '2026-08-14']",6354,95,205,140,0.001458,0.528571,1,-0.019958,0.0945273631840796,NO_SIGNAL,142,0.001581,141,-0.001369,140,0.001458,97,0.06048
HYP-ZW-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2015,"['2010-01-01', '2014-12-31']",49788,2014-10-01,2014-12-31,['TRAIN'],9,4451a69b6ce400a7,cal-wf-2015,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2015-01-01', '2015-12-31']",11061,179,400,399,0.161565,0.649123,1,0.314791,1.0,NO_SIGNAL,400,0.033302,400,0.078489,399,0.161565,394,0.292341
HYP-ZW-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2016,"['2010-01-01', '2015-12-31']",60849,2015-10-01,2015-12-31,['TRAIN'],9,07c9ae1d207382d6,cal-wf-2016,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2016-01-01', '2016-12-31']",11241,193,422,422,-0.009648,0.412322,-1,0.150407,1.0,NO_SIGNAL,422,0.009018,422,0.001485,422,-0.009648,417,-0.006492
HYP-ZW-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2017,"['2010-01-01', '2016-12-31']",72090,2016-10-01,2016-12-31,['TRAIN'],9,e24a507bb3bd3c83,cal-wf-2017,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2017-01-01', '2017-12-31']",11817,169,442,440,-0.089946,0.2,-1,-0.004447,1.0,NO_SIGNAL,441,-0.02466,441,-0.07522,440,-0.089946,431,-0.126771
HYP-ZW-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2018,"['2010-01-01', '2017-12-31']",83907,2017-10-01,2017-12-31,['TRAIN'],9,4910a061da42984c,cal-wf-2018,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2018-01-01', '2018-12-31']",12249,193,485,482,-0.071588,0.317427,-1,-0.032536,1.0,NO_SIGNAL,485,-0.050024,483,-0.076432,482,-0.071588,471,-0.069171
HYP-ZW-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2019,"['2010-01-01', '2018-12-31']",96156,2018-10-01,2018-12-31,['TRAIN'],9,7e9897570d3b5a28,cal-wf-2019,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2019-01-01', '2019-12-31']",12168,224,532,530,-0.095005,0.192453,-1,-0.068268,0.9950248756218906,NO_SIGNAL,532,-0.018932,530,-0.032973,530,-0.095005,510,-0.056653
HYP-ZW-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2020,"['2010-01-01', '2019-12-31']",108324,2019-10-01,2019-12-31,"['TRAIN', 'VALIDATION']",9,033ca6ada2d5cbd7,cal-wf-2020,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2020-01-01', '2020-12-31']",11988,222,526,525,-0.07569,0.28381,-1,-0.069423,0.8208955223880597,NO_SIGNAL,525,-0.012936,525,-0.032498,525,-0.07569,504,-0.085184
HYP-ZW-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2021,"['2010-01-01', '2020-12-31']",120312,2020-10-01,2020-12-31,"['TRAIN', 'VALIDATION']",9,d591405dff781320,cal-wf-2021,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2021-01-01', '2021-12-31']",11952,196,459,459,-0.036442,0.376906,-1,-0.039235,0.36318407960199006,NO_SIGNAL,459,-0.023274,459,-0.029589,459,-0.036442,446,0.074602
HYP-ZW-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2022,"['2010-01-01', '2021-12-31']",132264,2021-10-01,2021-12-31,"['TRAIN', 'VALIDATION']",9,d8d6c61311828cbd,cal-wf-2022,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2022-01-01', '2022-12-31']",11241,126,263,263,-0.000275,0.494297,-1,-0.017409,0.06965174129353234,NO_SIGNAL,263,0.014672,263,0.011761,263,-0.000275,258,0.039266
HYP-ZW-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2023,"['2010-01-01', '2022-12-31']",143505,2022-10-01,2022-12-31,"['TRAIN', 'VALIDATION']",9,93215bd397863adb,cal-wf-2023,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2023-01-01', '2023-12-31']",10134,90,174,168,-0.021953,0.470238,-1,-0.009338,0.8407960199004975,NO_SIGNAL,173,-0.007785,171,-0.027499,168,-0.021953,162,0.015827
HYP-ZW-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2024,"['2010-01-01', '2023-12-31']",153639,2023-10-01,2023-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,f5c0e0fc383db82d,cal-wf-2024,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2024-01-01', '2024-12-31']",8622,82,160,159,-0.038695,0.389937,-1,-0.037937,0.5024875621890548,NO_SIGNAL,160,-0.008329,160,-0.034716,159,-0.038695,154,-0.054028
HYP-ZW-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2025,"['2010-01-01', '2024-12-31']",162261,2024-10-01,2024-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,026c3b32a2dd6434,cal-wf-2025,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2025-01-01', '2025-12-31']",7119,78,154,149,-0.014048,0.449664,-1,-0.011875,0.5920398009950248,NO_SIGNAL,154,-0.018904,152,-0.011895,149,-0.014048,144,-0.00025
HYP-ZW-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2026,"['2010-01-01', '2025-12-31']",169380,2025-10-01,2025-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,c2efb4321737710b,cal-wf-2026,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2026-01-01', '2026-08-14']",6354,74,151,104,0.005469,0.519231,1,-0.018756,0.08955223880597014,NO_SIGNAL,107,0.009337,105,0.002716,104,0.005469,66,-0.055244
HYP-ZW-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2015,"['2010-01-01', '2014-12-31']",49788,2014-10-01,2014-12-31,['TRAIN'],9,4451a69b6ce400a7,cal-wf-2015,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2015-01-01', '2015-12-31']",11061,170,403,402,0.126454,0.639303,1,0.316037,1.0,NO_SIGNAL,403,0.030294,403,0.060041,402,0.126454,398,0.241974
HYP-ZW-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2016,"['2010-01-01', '2015-12-31']",60849,2015-10-01,2015-12-31,['TRAIN'],9,07c9ae1d207382d6,cal-wf-2016,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2016-01-01', '2016-12-31']",11241,175,410,409,-0.013182,0.435208,-1,0.152507,1.0,NO_SIGNAL,410,0.006739,410,-0.00174,409,-0.013182,404,0.002671
HYP-ZW-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2017,"['2010-01-01', '2016-12-31']",72090,2016-10-01,2016-12-31,['TRAIN'],9,e24a507bb3bd3c83,cal-wf-2017,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2017-01-01', '2017-12-31']",11817,172,432,431,-0.078529,0.215777,-1,-0.003691,1.0,NO_SIGNAL,432,-0.013511,432,-0.064963,431,-0.078529,429,-0.12532
HYP-ZW-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2018,"['2010-01-01', '2017-12-31']",83907,2017-10-01,2017-12-31,['TRAIN'],9,4910a061da42984c,cal-wf-2018,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2018-01-01', '2018-12-31']",12249,172,441,441,-0.060266,0.335601,-1,-0.033918,0.9900497512437811,NO_SIGNAL,441,-0.041791,441,-0.059276,441,-0.060266,435,-0.079848
